marker_id,pos_x,pos_y,pos_z
0,-66.85987478103134,106.53018170160712,30.922475816521963
1,-71.34338145981253,82.69616303651829,29.293270620262117
2,-64.32665443535129,99.47745632639631,30.616471011583357
3,-57.81599488776437,99.41303415127551,21.31944000953714
4,-104.68628974324967,93.47730509809882,34.197275701987856
5,-104.89061209763251,94.00211297668062,30.881213580475023
6,-58.10628690892039,99.56129666657245,18.54361900510019
