time,altitude,velocity_z,acceleration_z,motor_output_avg,control_mode,thrust_factor
0.031273603439331055,201.23813991512623,0.0005004070699214935,-0.006093643140047789,0.5,UNKNOWN,0.0
0.14330649375915527,201.2381623256637,0.0004934922326356173,-0.004909466486424208,0.5,UNKNOWN,0.0
0.2526421546936035,201.23823220749932,0.0002498349640518427,-0.005223787855356932,0.5,UNKNOWN,0.0
0.3615906238555908,201.23836384668417,0.00014573163934983313,-0.0008195638074539602,0.5,UNKNOWN,0.0
0.47141027450561523,201.23847382719873,-0.00022724486188963056,-0.0009578652097843587,0.5,UNKNOWN,0.0
0.5838978290557861,201.2386347384943,-0.00044914372847415507,-0.004528555553406477,0.5,UNKNOWN,0.0
0.6954543590545654,201.23876520387802,-0.0006113985436968505,0.011526512913405895,0.5,UNKNOWN,0.0
0.8058056831359863,201.2387780006573,-6.74953917041421e-05,0.00408710865303874,0.5,UNKNOWN,0.0
0.9072856903076172,201.238709659421,-0.00023790223349351436,-0.0002007000002777204,0.5,UNKNOWN,0.0
1.0080633163452148,201.23861870649029,3.6444529541768134e-05,0.009682494215667248,0.5,UNKNOWN,0.0
1.108964443206787,201.23840686182297,0.00012094319390598685,0.00010523944365559146,0.5,UNKNOWN,0.0
1.2101233005523682,201.23813584350225,0.00022110067948233336,0.01083966251462698,0.5,UNKNOWN,0.0
1.312593936920166,201.2378079554557,-2.440021125948988e-05,0.0069010998122394085,0.5,UNKNOWN,0.0
1.419898509979248,201.23754966536262,-0.00013388501247391105,0.0017168930498883128,0.5,UNKNOWN,0.0
1.5325665473937988,201.2371012295254,-4.1000370401889086e-05,-0.0012619419721886516,0.5,UNKNOWN,0.0
1.644209384918213,201.23659466960063,0.00010581584501778707,0.005766748916357756,0.5,UNKNOWN,0.0
1.753826379776001,201.23603946214814,0.00029560504481196404,0.002143904333934188,0.5,UNKNOWN,0.0
1.8622279167175293,201.23545879873632,2.929796028183773e-05,0.005794222932308912,0.5,UNKNOWN,0.0
1.975111484527588,201.23506891249707,-9.212422446580604e-05,-0.007616821210831404,0.5,UNKNOWN,0.0
2.0866708755493164,201.23447806873827,0.00018268267740495503,-0.007307622116059065,0.5,UNKNOWN,0.0
2.194047212600708,201.23186407185185,0.029335075989365578,-0.17252656817436218,0.0,UNKNOWN,0.0
2.3019232749938965,201.22724504680025,0.03787310793995857,-0.3475947082042694,0.0,UNKNOWN,0.0
2.402989387512207,201.2239876345648,0.03555913269519806,-0.4119192957878113,0.0,UNKNOWN,0.0
2.5043601989746094,201.2068668895017,0.5523539185523987,9.263093948364258,0.0,UNKNOWN,0.0
2.607468605041504,201.09613520288582,1.5377167463302612,9.48013687133789,0.0,UNKNOWN,0.0
