-130.04, 51.88, 1, -1.0
-132.71, 58.04, 1, -1.0
-132.87, 64.00, 2, 0.0
-129.23, 69.36, 3, -1.0
-120.85, 73.20, 3, -1.0
-117.45, 73.15, 3, -1.0
-113.63, 72.64, 3, -1.0
-104.97, 77.01, 3, -1.0
-94.75, 84.41, 3, -1.0
-91.71, 86.98, 3, -1.0
-80.82, 97.95, 3, -1.0
-76.74, 99.61, 3, 1.0
-74.51, 98.53, 3, 1.0
-72.13, 98.65, 3, 1.0
-62.96, 99.09, 4, 0.0
